"year","disease","region_name","case_numbers","nutM_code"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRJ23"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRJ23"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRJ23"
2022,"Dengue",NA,NA,"FRJ23"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRJ26"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRJ28"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRJ23"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRL03"
2022,"Dengue",NA,NA,"FRM01"
2022,"Dengue",NA,NA,"FRM01"
2022,"Dengue",NA,NA,"FRJ23"
2022,"Dengue",NA,NA,"FRL03"
2013,"Dengue","Bouches-du-Rhone","1","FRL04"
2014,"Dengue","Bouches-du-Rhone","2","FRL04"
2014,"Dengue","Var","2","FRL05"
2015,"Dengue","Gard","8","FRJ12"
2018,"Dengue","Madrid","1","ES300"
2018,"Dengue","Barcelona","1","ES511"
2018,"Dengue","Murcia","4","ES620"
2018,"Dengue","Gard","1","FRJ12"
2018,"Dengue","Herault","2","FRJ13"
2018,"Dengue","Alpes-Maritimes","5","FRL03"
2019,"Dengue","Madrid","1","ES300"
2019,"Dengue","Barcelona","1","ES511"
2019,"Dengue","Rhône","2","FRK26"
2019,"Dengue","Alpes-Maritimes","7","FRL03"
2020,"Dengue","Gard","2","FRJ12"
2020,"Dengue","Hérault","1","FRJ13"
2020,"Dengue","Alpes-Maritimes","7","FRL03"
2020,"Dengue","Var","3","FRL05"
2021,"Dengue","Paris","1","FR101"
2021,"Dengue","Hérault","1","FRJ13"
2021,"Dengue","Var","1","FRL05"
2022,"Dengue","Paris","1","FR101"
2022,"Dengue","Pyrénées-Orientales","1","FRJ15"
2022,"Dengue","Haute-Garonne","6","FRJ23"
2022,"Dengue","Hautes-Pyrénées ","4","FRJ26"
2022,"Dengue","Tarn-et-Garonne","1","FRJ28"
2022,"Dengue","Alpes-Maritimes","39","FRL03"
2022,"Dengue","Var","6","FRL05"
